step,t(s),meas_pos(m),meas_vel(m/s),est_pos(m),est_vel(m/s),u(m/s^2)
410,4.1,4.2891,-1.19699,4.33909,-1.20085,-0.373866
411,4.11,4.39952,-1.2089,4.32733,-1.2049,-0.372489
412,4.12,4.40088,-1.1722,4.31597,-1.20504,-0.371345
413,4.13,4.31836,-1.20324,4.30401,-1.2082,-0.369991
414,4.14,4.33977,-1.23912,4.29187,-1.21442,-0.368466
415,4.15,4.33128,-1.22805,4.27983,-1.21898,-0.367035
416,4.16,4.3214,-1.24956,4.26761,-1.22513,-0.365505
417,4.17,4.20151,-1.22739,4.25512,-1.22873,-0.364076
418,4.18,4.25064,-1.20486,4.2431,-1.22974,-0.362823
419,4.19,4.15145,-1.25725,4.23023,-1.23576,-0.361235
420,4.2,4.27832,-1.24763,4.21804,-1.24007,-0.3598
421,4.21,4.22363,-1.24675,4.20567,-1.24393,-0.35837
422,4.22,4.22528,-1.24423,4.19338,-1.24716,-0.35698
423,4.23,4.21116,-1.24981,4.18102,-1.25059,-0.355573
424,4.24,4.11215,-1.24,4.16839,-1.25289,-0.354195
425,4.25,4.09692,-1.2397,4.15574,-1.25492,-0.352828
426,4.26,4.12349,-1.24034,4.14326,-1.25676,-0.351488
427,4.27,4.09121,-1.25668,4.13054,-1.25999,-0.350054
428,4.28,4.17787,-1.27662,4.11806,-1.26465,-0.348573
429,4.29,4.08057,-1.2657,4.10531,-1.26794,-0.347134
430,4.3,4.00636,-1.28607,4.09211,-1.27293,-0.345565
431,4.31,4.12628,-1.28596,4.07948,-1.27723,-0.344086
432,4.32,4.04816,-1.29119,4.06651,-1.2817,-0.342567
433,4.33,4.06323,-1.29689,4.05361,-1.28623,-0.34105
434,4.34,4.01348,-1.27554,4.04075,-1.28834,-0.339658
435,4.35,3.97371,-1.28578,4.02767,-1.29125,-0.338205
436,4.36,4.04606,-1.30473,4.01478,-1.29554,-0.336701
437,4.37,4.06061,-1.31166,4.00194,-1.30004,-0.335192
438,4.38,3.98857,-1.3051,3.98891,-1.30355,-0.333713
439,4.39,3.95414,-1.29733,3.97585,-1.30601,-0.332285
440,4.4,3.99491,-1.33318,3.96269,-1.31156,-0.330692
441,4.41,3.92288,-1.30636,3.94953,-1.31409,-0.329248
442,4.42,3.9214,-1.28639,3.93659,-1.31446,-0.327936
443,4.43,3.95187,-1.33724,3.92337,-1.31955,-0.326359
444,4.44,3.81556,-1.33979,3.9096,-1.32457,-0.324732
445,4.45,3.94269,-1.34654,3.89637,-1.32953,-0.32316
446,4.46,3.91011,-1.33926,3.88311,-1.33334,-0.321644
447,4.47,3.88066,-1.30972,3.87005,-1.33399,-0.320306
448,4.48,3.83669,-1.33129,3.85666,-1.33666,-0.318834
449,4.49,3.8359,-1.36398,3.84303,-1.34215,-0.317196
450,4.5,3.94233,-1.3485,3.83004,-1.34546,-0.315731
451,4.51,3.86039,-1.3511,3.81673,-1.34879,-0.314234
452,4.52,3.79586,-1.33431,3.80336,-1.35027,-0.312822
453,4.53,3.82514,-1.35973,3.78993,-1.35395,-0.311295
454,4.54,3.79082,-1.33557,3.77663,-1.355,-0.309913
455,4.55,3.82614,-1.33018,3.76358,-1.35535,-0.308591
456,4.56,3.68426,-1.36448,3.74968,-1.35911,-0.307013
457,4.57,3.73784,-1.39488,3.73579,-1.36528,-0.305315
458,4.58,3.84885,-1.37987,3.72254,-1.36925,-0.303792
459,4.59,3.72977,-1.34189,3.7092,-1.36937,-0.302452
460,4.6,3.70257,-1.38994,3.69536,-1.37405,-0.300834
461,4.61,3.67226,-1.37966,3.68154,-1.37732,-0.299289
462,4.62,3.69904,-1.37948,3.66789,-1.38019,-0.29778
463,4.63,3.73736,-1.39112,3.65435,-1.3838,-0.296245
464,4.64,3.65823,-1.40734,3.64039,-1.38869,-0.294604
465,4.65,3.5807,-1.35838,3.6266,-1.38854,-0.293233
466,4.66,3.56671,-1.39235,3.6125,-1.39163,-0.291668
467,4.67,3.59697,-1.41181,3.5984,-1.39619,-0.290031
468,4.68,3.6079,-1.4015,3.5845,-1.39928,-0.288486
469,4.69,3.49147,-1.40364,3.57015,-1.40242,-0.286894
470,4.7,3.51518,-1.38669,3.55611,-1.40358,-0.285432
471,4.71,3.55344,-1.40705,3.5421,-1.40648,-0.283887
472,4.72,3.54802,-1.40366,3.52816,-1.40875,-0.282379
473,4.73,3.58079,-1.38052,3.51462,-1.40852,-0.281036
474,4.74,3.44372,-1.40546,3.50034,-1.41086,-0.279491
475,4.75,3.56449,-1.44056,3.4863,-1.4161,-0.277825
476,4.76,3.42007,-1.43475,3.47176,-1.42046,-0.276153
477,4.77,3.50321,-1.43372,3.45763,-1.42415,-0.274556
478,4.78,3.34875,-1.41093,3.44313,-1.42552,-0.273037
479,4.79,3.43379,-1.40583,3.42909,-1.42611,-0.271603
480,4.8,3.38651,-1.43733,3.41462,-1.42968,-0.269978
481,4.81,3.37768,-1.42517,3.40028,-1.43172,-0.268442
482,4.82,3.36985,-1.43984,3.38583,-1.43495,-0.266836
483,4.83,3.34858,-1.41575,3.37157,-1.43557,-0.265379
484,4.84,3.38984,-1.45148,3.35722,-1.43944,-0.26375
485,4.85,3.29434,-1.45192,3.34252,-1.44308,-0.262098
486,4.86,3.28146,-1.43246,3.328,-1.44451,-0.260575
487,4.87,3.2887,-1.4423,3.31349,-1.4467,-0.259014
488,4.88,3.28544,-1.45586,3.29889,-1.44993,-0.257393
489,4.89,3.3599,-1.46821,3.28455,-1.45389,-0.255761
490,4.9,3.34074,-1.44391,3.2704,-1.45515,-0.254283
491,4.91,3.21604,-1.4489,3.25576,-1.45692,-0.25273
492,4.92,3.33381,-1.46853,3.24147,-1.46017,-0.251139
493,4.93,3.18108,-1.41534,3.2271,-1.45825,-0.249798
494,4.94,3.17528,-1.46094,3.21235,-1.46082,-0.248194
495,4.95,3.24198,-1.48291,3.19774,-1.4651,-0.246518
496,4.96,3.14469,-1.44945,3.18308,-1.4659,-0.245013
497,4.97,3.14764,-1.45438,3.16845,-1.46705,-0.243492
498,4.98,3.16351,-1.47409,3.15376,-1.46991,-0.241881
499,4.99,3.11927,-1.48466,3.13886,-1.47353,-0.240209
500,5,3.05638,-1.48623,3.12374,-1.47701,-0.238523
501,5.01,3.08967,-1.47222,3.10894,-1.47874,-0.236957
502,5.02,3.0885,-1.51546,3.09381,-1.48438,-0.235161
503,5.03,3.14719,-1.50504,3.07906,-1.48838,-0.233488
504,5.04,3.06684,-1.56271,3.06352,-1.49755,-0.231475
505,5.05,3.09506,-1.46555,3.04904,-1.49654,-0.230077
506,5.06,3.06054,-1.53034,3.03389,-1.50179,-0.228299
507,5.07,3.00724,-1.48777,3.01896,-1.50254,-0.226769
508,5.08,3.02568,-1.47812,3.00425,-1.50224,-0.225313
509,5.09,2.9853,-1.46336,2.98958,-1.50059,-0.223928
510,5.1,2.86068,-1.51331,2.974,-1.50399,-0.2222
511,5.11,2.97624,-1.5026,2.95905,-1.50585,-0.220613
512,5.12,2.95484,-1.48371,2.94425,-1.50572,-0.219139
513,5.13,2.88653,-1.4981,2.92909,-1.50704,-0.217557
514,5.14,2.86222,-1.49369,2.91394,-1.50782,-0.216003
515,5.15,2.9223,-1.48868,2.89914,-1.50792,-0.214518
516,5.16,2.89541,-1.51794,2.88403,-1.5108,-0.212863
517,5.17,2.87586,-1.52767,2.8688,-1.51432,-0.211164
518,5.18,2.82754,-1.53504,2.85337,-1.51824,-0.209425
519,5.19,2.8019,-1.4665,2.83852,-1.51527,-0.208089
520,5.2,2.87076,-1.55609,2.8232,-1.52096,-0.206272
521,5.21,2.8388,-1.50773,2.80825,-1.52153,-0.204748
522,5.22,2.76415,-1.54365,2.79272,-1.52552,-0.202996
523,5.23,2.81258,-1.54208,2.77747,-1.52888,-0.201302
524,5.24,2.81687,-1.55926,2.76213,-1.53351,-0.199538
525,5.25,2.8377,-1.54003,2.74712,-1.5358,-0.197922
526,5.26,2.7263,-1.54196,2.73169,-1.53819,-0.19626
527,5.27,2.73855,-1.54609,2.71634,-1.54068,-0.194599
528,5.28,2.72273,-1.55827,2.70087,-1.54408,-0.192882
529,5.29,2.64623,-1.52321,2.68546,-1.5439,-0.191351
530,5.3,2.59484,-1.56217,2.66956,-1.54748,-0.189582
531,5.31,2.71767,-1.55243,2.65431,-1.54957,-0.187952
532,5.32,2.69693,-1.55168,2.63904,-1.55139,-0.186334
533,5.33,2.62835,-1.5329,2.62372,-1.55131,-0.184806
534,5.34,2.64533,-1.54314,2.60844,-1.55215,-0.183236
535,5.35,2.601,-1.57198,2.59278,-1.55568,-0.181494
536,5.36,2.59353,-1.59862,2.5769,-1.56138,-0.179621
537,5.37,2.61245,-1.54633,2.56164,-1.5615,-0.178089
538,5.38,2.45697,-1.58322,2.54547,-1.56531,-0.176282
539,5.39,2.55404,-1.55288,2.53004,-1.56569,-0.17472
540,5.4,2.52985,-1.53104,2.51477,-1.56395,-0.173279
541,5.41,2.57663,-1.56432,2.49945,-1.56544,-0.171673
542,5.42,2.44085,-1.55046,2.48377,-1.56563,-0.170095
543,5.43,2.53004,-1.57783,2.46826,-1.56824,-0.168414
544,5.44,2.41851,-1.61231,2.45204,-1.574,-0.166504
545,5.45,2.40615,-1.5605,2.43631,-1.57427,-0.164917
546,5.46,2.40363,-1.55597,2.42067,-1.57405,-0.163365
547,5.47,2.32009,-1.57292,2.4046,-1.57554,-0.161683
548,5.48,2.30652,-1.5672,2.38859,-1.57633,-0.160042
549,5.49,2.35518,-1.61153,2.37244,-1.58115,-0.158186
550,5.5,2.30658,-1.60855,2.35618,-1.58526,-0.156355
551,5.51,2.3609,-1.55003,2.34074,-1.5833,-0.154909
552,5.52,2.41294,-1.58981,2.32521,-1.58519,-0.153262
553,5.53,2.29448,-1.58012,2.30935,-1.58612,-0.15163
554,5.54,2.26505,-1.58429,2.2934,-1.58736,-0.149972
555,5.55,2.25533,-1.60054,2.27732,-1.59,-0.148232
556,5.56,2.22299,-1.5901,2.26127,-1.59141,-0.146557
557,5.57,2.26968,-1.58309,2.24554,-1.59191,-0.144958
558,5.58,2.193,-1.61347,2.22928,-1.59532,-0.143162
559,5.59,2.18127,-1.57779,2.21336,-1.595,-0.141586
560,5.6,2.22173,-1.61009,2.19738,-1.59768,-0.139854
561,5.61,2.22445,-1.60668,2.1815,-1.59974,-0.138163
562,5.62,2.18025,-1.58938,2.16566,-1.59998,-0.136567
563,5.63,2.19411,-1.58045,2.15003,-1.5993,-0.135038
564,5.64,2.13993,-1.60211,2.13404,-1.60078,-0.133365
565,5.65,2.17783,-1.59944,2.11829,-1.60177,-0.131741
566,5.66,2.11494,-1.62286,2.10214,-1.60495,-0.129967
567,5.67,2.0272,-1.58353,2.08605,-1.60417,-0.128396
568,5.68,1.99937,-1.62119,2.06957,-1.60706,-0.126604
569,5.69,2.03502,-1.60804,2.05342,-1.60832,-0.124926
570,5.7,1.97485,-1.57948,2.03735,-1.6068,-0.123395
571,5.71,1.90626,-1.59347,2.02095,-1.60682,-0.121753
572,5.72,2.09073,-1.56851,2.00558,-1.60416,-0.12035
573,5.73,1.8968,-1.63526,1.98888,-1.60834,-0.118472
574,5.74,1.89834,-1.60231,1.97256,-1.60894,-0.116809
575,5.75,1.95321,-1.61149,1.95644,-1.61025,-0.115131
576,5.76,2.03554,-1.60106,1.94081,-1.61028,-0.113567
577,5.77,1.88819,-1.62674,1.92441,-1.61292,-0.111795
578,5.78,1.8925,-1.61699,1.90819,-1.61434,-0.110101
579,5.79,1.87906,-1.58117,1.8923,-1.61221,-0.108619
580,5.8,1.84114,-1.62328,1.87594,-1.61429,-0.106879
581,5.81,1.87905,-1.5889,1.86011,-1.61282,-0.10537
582,5.82,1.86248,-1.61249,1.84406,-1.61371,-0.103721
583,5.83,1.77547,-1.59767,1.82786,-1.6132,-0.102126
584,5.84,1.81206,-1.63651,1.81152,-1.61634,-0.100335
585,5.85,1.72747,-1.58951,1.79533,-1.6148,-0.0987935
586,5.86,1.78792,-1.5635,1.77969,-1.61081,-0.0974292
587,5.87,1.80532,-1.64976,1.7634,-1.61533,-0.095574
588,5.88,1.69339,-1.63896,1.74682,-1.61852,-0.0937562
589,5.89,1.74923,-1.59462,1.73093,-1.61707,-0.0922399
590,5.9,1.77246,-1.6496,1.7147,-1.62091,-0.0904248
591,5.91,1.67747,-1.65307,1.69812,-1.62482,-0.0885711
592,5.92,1.62028,-1.60421,1.68181,-1.62375,-0.0869938
593,5.93,1.74082,-1.59035,1.66619,-1.62125,-0.0855563
594,5.94,1.74356,-1.65188,1.65008,-1.6248,-0.0837679
595,5.95,1.57898,-1.6154,1.6337,-1.62475,-0.0821326
596,5.96,1.64256,-1.65011,1.61732,-1.62786,-0.0803393
597,5.97,1.65535,-1.60876,1.60144,-1.62669,-0.0788096
598,5.98,1.59149,-1.63307,1.58515,-1.628,-0.0771145
599,5.99,1.5933,-1.64361,1.56883,-1.63015,-0.0753752
600,6,1.5532,-1.64428,1.5524,-1.63217,-0.0736315
601,6.01,1.44478,-1.60548,1.53596,-1.63044,-0.0720739
602,6.02,1.5208,-1.59926,1.51995,-1.62812,-0.0705884
603,6.03,1.497,-1.65105,1.50343,-1.63095,-0.0687955
604,6.04,1.3803,-1.6762,1.48628,-1.63603,-0.0668263
605,6.05,1.53341,-1.63991,1.47014,-1.63691,-0.0651687
606,6.06,1.43639,-1.62767,1.45379,-1.63665,-0.0635466
607,6.07,1.48271,-1.63148,1.43766,-1.63667,-0.0619324
608,6.08,1.43727,-1.64121,1.42132,-1.63764,-0.0602498
609,6.09,1.33042,-1.62606,1.40475,-1.63719,-0.0586152
610,6.1,1.45542,-1.65406,1.38849,-1.63922,-0.0568882
611,6.11,1.33904,-1.60518,1.37228,-1.63655,-0.0554006
612,6.12,1.44395,-1.62359,1.35639,-1.63569,-0.0538546
613,6.13,1.36177,-1.63003,1.34018,-1.63561,-0.0522373
614,6.14,1.34255,-1.6366,1.32389,-1.63615,-0.0505816
615,6.15,1.33032,-1.70836,1.30696,-1.64344,-0.0485245
616,6.16,1.27328,-1.63147,1.29057,-1.64276,-0.0469188
617,6.17,1.27577,-1.64795,1.2741,-1.64368,-0.0452264
618,6.18,1.25731,-1.64466,1.25766,-1.64418,-0.0435567
619,6.19,1.31877,-1.60932,1.24185,-1.64115,-0.0421276
620,6.2,1.21531,-1.66938,1.22514,-1.64423,-0.0403027
621,6.21,1.17579,-1.65628,1.20846,-1.64579,-0.0385565
622,6.22,1.26912,-1.65215,1.19226,-1.64663,-0.0368941
623,6.23,1.1004,-1.67601,1.17522,-1.64987,-0.0350285
624,6.24,1.22499,-1.64284,1.15905,-1.64942,-0.0334344
625,6.25,1.11059,-1.66122,1.14232,-1.65089,-0.0316879
626,6.26,1.09705,-1.66115,1.12561,-1.65219,-0.0299509
627,6.27,1.0846,-1.63511,1.10914,-1.65088,-0.0283704
628,6.28,1.01285,-1.66276,1.0922,-1.65238,-0.0266015
629,6.29,1.10095,-1.65171,1.07579,-1.65252,-0.024953
630,6.3,1.07238,-1.65119,1.05933,-1.6526,-0.0233031
631,6.31,1.08044,-1.64814,1.043,-1.65233,-0.0216832
632,6.32,1.09662,-1.65292,1.02675,-1.65248,-0.0200513
633,6.33,1.04717,-1.68494,1.01008,-1.65569,-0.0182235
634,6.34,0.993664,-1.61779,0.993872,-1.65225,-0.0167745
635,6.35,0.920511,-1.64045,0.977229,-1.65137,-0.0151545
636,6.36,0.99894,-1.62638,0.961098,-1.64907,-0.0136561
637,6.37,0.989377,-1.65887,0.944699,-1.65006,-0.0119667
638,6.38,1.05486,-1.66983,0.928529,-1.65187,-0.0102595
639,6.39,0.947678,-1.63331,0.912324,-1.65014,-0.0087252
640,6.4,0.871528,-1.67491,0.895498,-1.65261,-0.00691925
641,6.41,0.958343,-1.63218,0.879479,-1.65062,-0.00541706
642,6.42,0.901772,-1.65243,0.863113,-1.65078,-0.00377223
643,6.43,0.785938,-1.65998,0.846277,-1.65178,-0.00203877
644,6.44,0.817353,-1.69379,0.829325,-1.65581,-0.000142144
645,6.45,0.764202,-1.65664,0.812564,-1.65596,0.00154153
646,6.46,0.790592,-1.67757,0.795785,-1.65801,0.00332181
647,6.47,0.752363,-1.61338,0.779505,-1.65377,0.00473826
648,6.48,0.719182,-1.5997,0.763284,-1.64866,0.00610435
649,6.49,0.739075,-1.67026,0.746569,-1.65066,0.00787633
650,6.5,0.720469,-1.67508,0.7298,-1.65293,0.00966638
651,6.51,0.678383,-1.64159,0.713234,-1.65181,0.0112673
652,6.52,0.704298,-1.65021,0.69676,-1.65155,0.0129014
653,6.53,0.649309,-1.64973,0.680136,-1.6513,0.0145516
654,6.54,0.643391,-1.66516,0.663415,-1.65252,0.0162845
655,6.55,0.665672,-1.67186,0.646788,-1.65418,0.0180303
656,6.56,0.649756,-1.64517,0.630406,-1.65313,0.0196161
657,6.57,0.619281,-1.64211,0.613996,-1.6519,0.0211954
658,6.58,0.577545,-1.65356,0.597381,-1.6519,0.0228567
659,6.59,0.511592,-1.66909,0.580425,-1.65343,0.0246287
660,6.6,0.599757,-1.66578,0.563922,-1.65432,0.0263241
661,6.61,0.584102,-1.64774,0.547585,-1.65341,0.0279118
662,6.62,0.559725,-1.63601,0.531324,-1.65146,0.0294405
663,6.63,0.436189,-1.6448,0.514553,-1.65067,0.0310784
664,6.64,0.502563,-1.64768,0.49809,-1.6501,0.0326961
665,6.65,0.563339,-1.6369,0.482037,-1.64843,0.0342179
666,6.66,0.457846,-1.61457,0.46583,-1.64492,0.0356628
667,6.67,0.490921,-1.65462,0.449458,-1.64545,0.037327
668,6.68,0.459663,-1.60984,0.433434,-1.64169,0.0387412
669,6.69,0.479754,-1.63704,0.41731,-1.64081,0.0403094
670,6.7,0.429454,-1.65678,0.400869,-1.64192,0.042009
671,6.71,0.457855,-1.63548,0.384802,-1.64082,0.0435608
672,6.72,0.352941,-1.65407,0.368209,-1.64171,0.0452645
673,6.73,0.381905,-1.6856,0.35151,-1.64543,0.0471203
674,6.74,0.347891,-1.63213,0.335227,-1.64372,0.0486632
675,6.75,0.303772,-1.65246,0.318648,-1.64413,0.0503418
676,6.76,0.26862,-1.62835,0.302213,-1.64222,0.0518898
677,6.77,0.321737,-1.64103,0.285944,-1.64159,0.0534849
678,6.78,0.323508,-1.61414,0.269994,-1.63842,0.0549214
679,6.79,0.274038,-1.63574,0.253714,-1.63764,0.0565104
680,6.8,0.349308,-1.64467,0.237721,-1.63763,0.0581093
681,6.81,0.242419,-1.65471,0.221271,-1.6387,0.0598077
682,6.82,0.144584,-1.5941,0.205046,-1.634,0.0611955
683,6.83,0.256258,-1.63668,0.188951,-1.6336,0.0627852
684,6.84,0.166003,-1.63917,0.172535,-1.63358,0.0644253
685,6.85,0.184621,-1.63974,0.156254,-1.63354,0.0660514
686,6.86,0.154359,-1.66715,0.139667,-1.63611,0.0678389
687,6.87,0.100469,-1.64236,0.123154,-1.63613,0.0694909
688,6.88,0.17427,-1.66881,0.106762,-1.63851,0.071249
689,6.89,0.0787569,-1.65854,0.0901445,-1.63978,0.0729747
690,6.9,0.101221,-1.66964,0.0735811,-1.64192,0.0747379
691,6.91,0.0291386,-1.64484,0.0570196,-1.64156,0.0763761
692,6.92,0.0503667,-1.61444,0.0408878,-1.63828,0.0778251
693,6.93,-0.0899567,-1.64243,0.0240045,-1.63814,0.0795064
694,6.94,-0.107151,-1.62405,0.00728787,-1.63625,0.0810835
695,6.95,0.0255632,-1.66487,-0.00920054,-1.63818,0.0828292
696,6.96,0.00931128,-1.63576,-0.0254237,-1.63715,0.0844
697,6.97,-0.0711342,-1.60539,-0.0416262,-1.63341,0.0858332
698,6.98,-0.0999982,-1.60847,-0.0579047,-1.63033,0.0873068
699,6.99,-0.0388501,-1.62321,-0.0740047,-1.62881,0.0888409
700,7,-0.118065,-1.62174,-0.0903433,-1.62737,0.090403
701,7.01,-0.0124438,-1.65176,-0.106466,-1.62874,0.0920834
702,7.02,-0.192843,-1.66222,-0.123344,-1.63119,0.0938938
703,7.03,-0.261188,-1.64108,-0.140238,-1.63146,0.0955965
704,7.04,-0.12093,-1.61568,-0.156269,-1.62904,0.0970789
705,7.05,-0.181632,-1.58882,-0.172233,-1.62435,0.0984408
706,7.06,-0.20187,-1.62875,-0.188574,-1.6239,0.100052
707,7.07,-0.188265,-1.61103,-0.204633,-1.62174,0.101551
708,7.08,-0.216039,-1.60179,-0.220653,-1.61892,0.103011
709,7.09,-0.195569,-1.63167,-0.236798,-1.61914,0.104637
710,7.1,-0.301244,-1.57014,-0.252739,-1.61361,0.105954
711,7.11,-0.304969,-1.60018,-0.268902,-1.61143,0.107461
712,7.12,-0.166601,-1.62115,-0.284635,-1.6112,0.109024
713,7.13,-0.377008,-1.58421,-0.30081,-1.60776,0.110469
714,7.14,-0.404618,-1.61205,-0.317283,-1.6073,0.112093
715,7.15,-0.305455,-1.62599,-0.33342,-1.60802,0.113743
716,7.16,-0.340561,-1.59955,-0.349392,-1.60617,0.115248
717,7.17,-0.305261,-1.6166,-0.365312,-1.60603,0.116833
718,7.18,-0.364067,-1.60821,-0.381328,-1.60516,0.118391
719,7.19,-0.339654,-1.58672,-0.396985,-1.60225,0.119811
720,7.2,-0.368092,-1.61586,-0.412957,-1.60239,0.121415
721,7.21,-0.468173,-1.62623,-0.42936,-1.60362,0.123117
722,7.22,-0.496802,-1.62985,-0.445847,-1.60507,0.124838
723,7.23,-0.44826,-1.61293,-0.46192,-1.60467,0.126426
724,7.24,-0.463937,-1.60666,-0.477934,-1.60369,0.127978
725,7.25,-0.481613,-1.58728,-0.493777,-1.60096,0.129426
726,7.26,-0.50614,-1.58319,-0.509615,-1.59809,0.130866
727,7.27,-0.537949,-1.60576,-0.525721,-1.59766,0.132455
728,7.28,-0.545753,-1.59607,-0.541705,-1.59631,0.133986
729,7.29,-0.600851,-1.58621,-0.557754,-1.5942,0.135486
730,7.3,-0.621627,-1.58473,-0.573807,-1.59215,0.136988
731,7.31,-0.506686,-1.60266,-0.589498,-1.59178,0.138539
732,7.32,-0.685165,-1.59054,-0.60573,-1.59053,0.140099
733,7.33,-0.611425,-1.60428,-0.621725,-1.59055,0.1417
734,7.34,-0.641179,-1.57959,-0.637551,-1.58823,0.143167
735,7.35,-0.682988,-1.60965,-0.653753,-1.58902,0.144826
736,7.36,-0.566576,-1.54816,-0.668863,-1.58367,0.14607
737,7.37,-0.671315,-1.5767,-0.684589,-1.58167,0.147542
738,7.38,-0.669074,-1.57867,-0.700259,-1.58,0.149026
739,7.39,-0.729155,-1.58014,-0.716119,-1.57869,0.150546
740,7.4,-0.772438,-1.58676,-0.732148,-1.57815,0.152122
741,7.41,-0.697279,-1.56788,-0.747639,-1.57572,0.15355
742,7.42,-0.743062,-1.54149,-0.763009,-1.57105,0.154853
743,7.43,-0.828942,-1.58188,-0.779026,-1.57075,0.15644
744,7.44,-0.805996,-1.53898,-0.794494,-1.56633,0.157766
745,7.45,-0.898252,-1.5381,-0.810259,-1.56235,0.159143
746,7.46,-0.81133,-1.5576,-0.825787,-1.56044,0.160601
747,7.47,-0.876985,-1.55968,-0.841534,-1.55896,0.162102
748,7.48,-0.903407,-1.60731,-0.857757,-1.56216,0.163884
749,7.49,-0.826871,-1.56774,-0.873251,-1.56114,0.165382
750,7.5,-0.836009,-1.57028,-0.888741,-1.56043,0.166896
751,7.51,-1.00085,-1.53637,-0.904518,-1.55678,0.168291
752,7.52,-0.880878,-1.56059,-0.919971,-1.55556,0.169775
753,7.53,-0.998256,-1.57343,-0.935948,-1.55581,0.171385
754,7.54,-0.972338,-1.52299,-0.951297,-1.55117,0.172688
755,7.55,-0.918569,-1.58645,-0.966945,-1.55289,0.174339
756,7.56,-0.966214,-1.54505,-0.982344,-1.55055,0.175762
757,7.57,-1.01956,-1.57479,-0.998166,-1.55129,0.177381
758,7.58,-0.998047,-1.54595,-1.01357,-1.54916,0.178815
759,7.59,-0.999295,-1.553,-1.02899,-1.54786,0.180292
760,7.6,-1.05257,-1.57813,-1.04478,-1.54912,0.181934
761,7.61,-1.03447,-1.58109,-1.06047,-1.55047,0.183571
762,7.62,-1.07957,-1.53676,-1.07587,-1.54751,0.184963
763,7.63,-1.12192,-1.54789,-1.09148,-1.54592,0.186444
764,7.64,-1.10156,-1.51857,-1.10668,-1.54163,0.187749
765,7.65,-1.04792,-1.49862,-1.12141,-1.53573,0.188928
766,7.66,-1.05034,-1.53816,-1.13645,-1.53413,0.190352
767,7.67,-1.16294,-1.53502,-1.15186,-1.5325,0.191811
768,7.68,-1.23717,-1.56129,-1.16773,-1.53361,0.193454
769,7.69,-1.2456,-1.53222,-1.18331,-1.53182,0.194922
770,7.7,-1.14343,-1.52206,-1.19833,-1.52904,0.196285
771,7.71,-1.25245,-1.49375,-1.21346,-1.52397,0.197545
772,7.72,-1.20845,-1.50846,-1.22849,-1.52068,0.198883
773,7.73,-1.32269,-1.5478,-1.24427,-1.52157,0.200505
774,7.74,-1.32494,-1.50776,-1.25962,-1.51854,0.201889
775,7.75,-1.27959,-1.49939,-1.27466,-1.5149,0.203211
776,7.76,-1.34475,-1.50448,-1.28994,-1.51215,0.204602
777,7.77,-1.29322,-1.51518,-1.30505,-1.51057,0.206034
778,7.78,-1.37091,-1.49744,-1.32025,-1.50753,0.207402
779,7.79,-1.40213,-1.48706,-1.33542,-1.50381,0.208732
780,7.8,-1.39222,-1.49339,-1.35053,-1.50099,0.210103
781,7.81,-1.32485,-1.50409,-1.36542,-1.49932,0.211508
782,7.82,-1.40546,-1.49051,-1.38044,-1.49661,0.212874
783,7.83,-1.38986,-1.4829,-1.39527,-1.49337,0.214195
784,7.84,-1.52587,-1.48471,-1.41059,-1.49078,0.215598
785,7.85,-1.43884,-1.50474,-1.42569,-1.49017,0.217078
786,7.86,-1.41375,-1.48403,-1.44044,-1.48759,0.218423
787,7.87,-1.49412,-1.49753,-1.45557,-1.48661,0.219887
788,7.88,-1.48406,-1.47932,-1.47043,-1.48395,0.221241
789,7.89,-1.52563,-1.47243,-1.48534,-1.48091,0.222579
790,7.9,-1.46945,-1.49547,-1.50017,-1.48024,0.224028
791,7.91,-1.50767,-1.48873,-1.51503,-1.479,0.225453
792,7.92,-1.61649,-1.48521,-1.53023,-1.47768,0.226907
793,7.93,-1.51333,-1.49826,-1.54508,-1.47754,0.228385
794,7.94,-1.57063,-1.49241,-1.56004,-1.4769,0.229849
795,7.95,-1.63247,-1.48421,-1.57512,-1.4756,0.231292
796,7.96,-1.63612,-1.48873,-1.59019,-1.47482,0.23276
797,7.97,-1.6008,-1.45819,-1.60478,-1.47113,0.234034
798,7.98,-1.58142,-1.49608,-1.61957,-1.47133,0.235524
799,7.99,-1.59209,-1.4905,-1.6343,-1.47096,0.236978
800,8,-1.71109,-1.48169,-1.64937,-1.46992,0.238433
801,8.01,-1.68849,-1.47557,-1.66423,-1.46834,0.239839
802,8.02,-1.71573,-1.44263,-1.67883,-1.46378,0.241072
803,8.03,-1.69028,-1.45317,-1.69337,-1.46058,0.242366
804,8.04,-1.66158,-1.48451,-1.70802,-1.4606,0.243832
805,8.05,-1.74804,-1.42299,-1.72239,-1.45485,0.244982
806,8.06,-1.69903,-1.43685,-1.73664,-1.45087,0.246207
807,8.07,-1.78976,-1.4288,-1.75111,-1.4466,0.247441
808,8.08,-1.75297,-1.44312,-1.7655,-1.44401,0.248751
809,8.09,-1.73621,-1.44753,-1.77981,-1.44203,0.250082
810,8.1,-1.75554,-1.42545,-1.79393,-1.43814,0.2513
811,8.11,-1.80722,-1.44136,-1.80835,-1.43617,0.252643
812,8.12,-1.87914,-1.45722,-1.82314,-1.43596,0.254112
813,8.13,-1.77013,-1.42627,-1.83715,-1.43264,0.255348
